filepath,pdf_base,voluntario,seq,bytes
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,7,178029
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,8,186400
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,8,186400
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,8,186400
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,9,122868
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,9,122868
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,9,122868
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,10,110359
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,10,110359
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,10,110359
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,11,145880
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,11,145880
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,11,145880
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,12,123772
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,12,123772
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario3_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,3,12,123772
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,1,166800
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,1,166800
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,1,166800
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,2,222732
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,2,222732
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,2,222732
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,3,199768
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,3,199768
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,3,199768
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,4,180109
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,4,180109
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,4,180109
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,5,139519
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,5,139519
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,5,139519
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,6,196694
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,6,196694
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,6,196694
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,7,140259
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,7,140259
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,7,140259
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,8,149273
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,8,149273
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,8,149273
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,9,201730
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,9,201730
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,9,201730
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,10,191667
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,10,191667
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,10,191667
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,11,189410
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,11,189410
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,11,189410
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,12,214732
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,12,214732
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario4_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,4,12,214732
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,1,134968
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,1,134968
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,1,134968
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,2,157807
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,2,157807
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,2,157807
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,3,156261
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,3,156261
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,3,156261
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,4,98041
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,4,98041
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,4,98041
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,5,137565
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,5,137565
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,5,137565
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,6,123360
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,6,123360
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,6,123360
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,7,162420
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,7,162420
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,7,162420
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,8,153972
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,8,153972
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,8,153972
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,9,192727
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,9,192727
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,9,192727
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,10,157723
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,10,157723
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,10,157723
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,11,180981
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,11,180981
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,11,180981
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,12,159569
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,12,159569
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario5_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,5,12,159569
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,1,130551
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,1,130551
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,1,130551
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,2,95542
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,2,95542
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,2,95542
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,3,96686
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,3,96686
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,3,96686
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,4,102235
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,4,102235
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,4,102235
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,5,165651
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,5,165651
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,5,165651
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,6,114564
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,6,114564
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,6,114564
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,7,183835
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,7,183835
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,7,183835
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_1/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,8,143434
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/occlusal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,8,143434
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,8,143434
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,9,172572
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,9,172572
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,9,172572
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,10,126857
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,10,126857
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,10,126857
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,11,122535
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,11,122535
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_11.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,11,122535
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,12,94980
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,12,94980
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario6_12.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,6,12,94980
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,1,123136
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,1,123136
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,1,123136
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,2,111447
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,2,111447
Pranchetas fotografias - dentição permanente - DAI treinamento/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_2.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,2,111447
clusters/Pranchetas fotografias - dentição permanente - DAI treinamento/cluster_0/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,3,109083
images_by_view/Pranchetas fotografias - dentição permanente - DAI treinamento/frontal/Pranchetas fotografias - dentição permanente - DAI treinamento_Voluntario7_3.jpeg,Pranchetas fotografias - dentição permanente - DAI treinamento,7,3,109083
